,Unnamed: 0,path,source_text,pred_text,ref_text,ASR_BLEU,COMET,METEOR,BLASER
279,279,common_voice_es_19663570.mp3,nació en oak park illinois pero fue criada en california,he was born in new york but was born in california,she was born in oak park illinois but she was raised in california,BLEU = 15.91 63.6/30.0/11.1/6.2 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13),0.7359433770179749,0.3746811224489796,3.3783490657806396
280,280,common_voice_es_20061143.mp3,sin embargo más tarde lo aceptaron y la han apoyado desde entonces al respecto,however more often they accepted and they have been called from then on to respect,later on of course they agreed to it and they have been backing her ever since in this matter,BLEU = 14.49 46.7/21.4/15.4/8.3 (BP = 0.766 ratio = 0.789 hyp_len = 15 ref_len = 19),0.6106500029563904,0.34123326750054855,3.7717020511627197
281,281,common_voice_es_19608394.mp3,el misterioso dueño y encargado de la tienda,the mysterious dorani karma of the tinta,the mysterious owner and manager of the shop,BLEU = 16.10 57.1/33.3/10.0/6.2 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8),0.4497610330581665,0.4746835443037974,3.072326183319092
282,282,common_voice_es_19706027.mp3,músicos adicionales,original music,additional musicians,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 2 ref_len = 2),0.7178024053573608,0.0,3.9526216983795166
283,283,common_voice_es_19659732.mp3,arreglo de cuerdas sergio tilo gonzález,ecco di cortis sergia theodora ponza,string arrangement sergio tilo gonzalez,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5),0.5074599385261536,0.0,3.0936803817749023
284,284,common_voice_es_19657874.mp3,navegó a cuba con doscientos hombres sin decirles nunca el objetivo de su viaje,a vega cuba with two hundred men without deciding on the objective of his trip,he sailed to cuba with two hundred men without ever telling them the purpose of the journey,BLEU = 30.45 53.3/35.7/30.8/25.0 (BP = 0.875 ratio = 0.882 hyp_len = 15 ref_len = 17),0.6339448094367981,0.4636346726190477,3.841876745223999
285,285,common_voice_es_19748032.mp3,el mejor preseleccionado albergó cada partido,best selling member one every,the top ranking team was the host of each game,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.368 ratio = 0.500 hyp_len = 5 ref_len = 10),0.41500914096832275,0.0,3.3440544605255127
286,286,common_voice_es_19646381.mp3,con el advenimiento de la computación los cálculos pudieron hacerse a altas velocidades,with the advent of the computation the calculus had to be high velocities,with the introduction of computers calculations could be made at high speeds,BLEU = 7.77 38.5/8.3/4.5/2.5 (BP = 1.000 ratio = 1.083 hyp_len = 13 ref_len = 12),0.7410392761230469,0.24793388429752067,3.858304262161255
287,287,common_voice_es_19691743.mp3,cuenta con una tribuna techada y asientos preferenciales,he has attacked tribunes and preferences,it offers a roofed grandstand and preferential seats,BLEU = 5.82 16.7/10.0/6.2/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8),0.4902913570404053,0.06410256410256411,2.9860501289367676
288,288,common_voice_es_18309900.mp3,a mi me gustan mucho los perros,for me i like many fishes,i dont like dogs so much,BLEU = 9.65 33.3/10.0/6.2/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6),0.5099992156028748,0.16666666666666666,3.7062742710113525
289,289,common_voice_es_19602997.mp3,la feria de villaseca es una celebración de linares,the villa sicca is the celebration of lenos,villaseca fair is a festivity held in linares city,BLEU = 4.87 12.5/7.1/4.2/2.5 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9),0.5875796675682068,0.05617977528089887,3.1729588508605957
290,290,common_voice_es_19597925.mp3,son plantas herbáceas epífitas rastreras,they are herbaceous herbaceous plants or strawberries,they are epiphyte creeping herbaceous plants,BLEU = 18.58 57.1/33.3/10.0/6.2 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6),0.5289744734764099,0.6147540983606558,3.4468750953674316
291,291,common_voice_es_19702562.mp3,estaba construido enteramente de duraluminio con recubrimiento de tela,it was built entirely of duration and with tolerable completion,along with a cloth covering it is purely built on duralumin,BLEU = 5.00 30.0/5.6/3.1/1.8 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11),0.4185648560523987,0.13761467889908252,3.206646203994751
292,292,common_voice_es_19721680.mp3,sin embargo singh thapa demasiado confiado de su poder no le hizo caso,however since zeppas tenaciously confiscated of his power did not leave the house,however singh thapa too confident of his power he didnt payed attention to him,BLEU = 11.44 30.8/16.7/9.1/5.0 (BP = 0.926 ratio = 0.929 hyp_len = 13 ref_len = 14),0.5515762567520142,0.2697841726618705,3.1360433101654053
293,293,common_voice_es_20028656.mp3,en otras divisiones usadas abruzos y molise son parte del centro,the other uses divisions bruises and mollia part of the centre,in other common administrative divisions abruzzi and molise form part of the center,BLEU = 13.83 54.5/20.0/11.1/6.2 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13),0.4483914077281952,0.3993055555555555,3.59071946144104
294,294,common_voice_es_19999435.mp3,su muerte fue atribuida a causas naturales,his death was attributed to natural causes,his her death was due to natural causes,BLEU = 27.89 85.7/50.0/20.0/12.5 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8),0.9252544045448303,0.7120253164556962,4.680749893188477
295,295,common_voice_es_19284434.mp3,la pintura además celebra el tema de la castidad,painting is also celebrating the theme of the cast,painting also praises chastity,BLEU = 5.67 22.2/6.2/3.6/2.1 (BP = 1.000 ratio = 2.250 hyp_len = 9 ref_len = 4),0.574031412601471,0.22222222222222224,3.893991470336914
296,296,common_voice_es_19414077.mp3,se encuentra en la parte occidental de la ciudad de puerto cabello,is located in the accidental part of the city of puerto cabello,its found in the western part of the city of hair port,BLEU = 36.46 58.3/45.5/30.0/22.2 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12),0.659470796585083,0.576530612244898,3.6707162857055664
297,297,common_voice_es_19148091.mp3,en la misma universidad impartió cursos de doctorado sobre la novela de caballería bizantina,in the same university he started teaching about the novel of byzantine history,they gave p h d training courses on the byzantine cavalry novel at the same university,BLEU = 10.86 46.2/16.7/9.1/5.0 (BP = 0.794 ratio = 0.812 hyp_len = 13 ref_len = 16),0.6721627116203308,0.27158527954706296,4.258753776550293
298,298,common_voice_es_19673438.mp3,necesito que cortar los fideos,ay to cut the ides,i need to cut the noodles,BLEU = 32.56 60.0/50.0/33.3/25.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6),0.5353375673294067,0.4990583804143125,2.881181240081787
299,299,common_voice_es_19643408.mp3,debido a su movilidad el comportamiento sexual animal puede implicar relaciones sexuales coercitivas,from this mobility the animal sexual compartment can have receptive its sexual relations,thanks to its mobility animal sexual behavior may imply coercive sexual relations,BLEU = 9.67 46.2/16.7/4.5/2.5 (BP = 1.000 ratio = 1.083 hyp_len = 13 ref_len = 12),0.6824715733528137,0.4224058769513315,3.4000017642974854
300,300,common_voice_es_19732368.mp3,ha participado en programas como papá soltero y la telaraña,is participated in programmes such as poppys otters et cetera et cetera,he has participated in programs such as single dad and the spiders web,BLEU = 8.81 33.3/18.2/5.0/2.8 (BP = 0.920 ratio = 0.923 hyp_len = 12 ref_len = 13),0.5670578479766846,0.29069767441860467,3.0398552417755127
301,301,common_voice_es_19633921.mp3,la primera iglesia del buen suceso había estado en la puerta del sol,first church a good success had been in the door of the soul,the first church of good success was at the puerta del sol,BLEU = 10.05 53.8/16.7/4.5/2.5 (BP = 1.000 ratio = 1.083 hyp_len = 13 ref_len = 12),0.6281379461288452,0.4730983302411874,3.7121760845184326
302,302,common_voice_es_19958249.mp3,habita en old calabar,listen ohara,it inhabits the old calabar river,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.135 ratio = 0.333 hyp_len = 2 ref_len = 6),0.460620254278183,0.0,3.0352015495300293
303,303,common_voice_es_19664495.mp3,se encuentra en el japón taiwán y filipinas,he is located in japan tawan and philippines,it is found in japan taiwan and the philippines,BLEU = 12.26 62.5/14.3/8.3/5.0 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9),0.7506837248802185,0.4179775280898876,4.428818702697754
304,304,common_voice_es_19686731.mp3,por este medio custodiaban la voluntad de los dioses,for this medium the voluntariness of the gods was entrusted,they guarded gods willingness by this means,BLEU = 4.99 20.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.429 hyp_len = 10 ref_len = 7),0.6583371162414551,0.136986301369863,3.937682867050171
305,305,common_voice_es_19141079.mp3,cinco personas fueron arrastrada por un caudaloso río todos resultaron heridos y rescatados,five people were illustrated by a cosmopolis river or were released and mc lean,five people were swept away by a mighty river all were injured and rescued,BLEU = 14.95 57.1/23.1/8.3/4.5 (BP = 1.000 ratio = 1.000 hyp_len = 14 ref_len = 14),0.42410486936569214,0.5016741071428571,2.8651490211486816
306,306,common_voice_es_19670836.mp3,clyde todd fue un ornitólogo estadounidense,plymouth was a unit to the united states,clyde todd was an american ornithologist,BLEU = 5.52 12.5/7.1/4.2/2.5 (BP = 1.000 ratio = 1.333 hyp_len = 8 ref_len = 6),0.40439680218696594,0.08064516129032259,2.531585454940796
307,307,common_voice_es_19763584.mp3,el artista fue premiado con una bolsa de viaje por esta obra,the artist was awarded a trip to vassar,the artist was awarded with a travel bag for this play,BLEU = 25.12 62.5/42.9/33.3/20.0 (BP = 0.687 ratio = 0.727 hyp_len = 8 ref_len = 11),0.7091900706291199,0.5503634475597092,3.2960121631622314
308,308,common_voice_es_19140851.mp3,es el órgano de cierre de la jurisdicción contencioso administrativa,is the organizer of the jurisdiction of the administrative law,it is the highest body of the contentious administrative jurisdiction,BLEU = 13.13 60.0/22.2/6.2/3.6 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10),0.7381525635719299,0.4263888888888889,3.8737237453460693
309,309,common_voice_es_19640692.mp3,y la mujer que pensaba darin que era su madre era realmente su abuela,the woman who felt that her mother was really his wife,and the woman thought that darin that was her mother was really her grandmother,BLEU = 22.08 63.6/40.0/22.2/12.5 (BP = 0.761 ratio = 0.786 hyp_len = 11 ref_len = 14),0.6319788098335266,0.4632802025919856,3.8141019344329834
310,310,common_voice_es_19610488.mp3,habita en tahití,he lives in totty,he lives in tahiti,BLEU = 59.46 75.0/66.7/50.0/50.0 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4),0.8000918626785278,0.7361111111111112,3.3358752727508545
311,311,common_voice_es_18840015.mp3,nosotros los juguetes podemos ver todo,we cant see them,we the toys can see everything,BLEU = 11.52 50.0/16.7/12.5/12.5 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6),0.5756214261054993,0.17241379310344826,2.349945068359375
312,312,common_voice_es_19945096.mp3,fue nombrado kochi en homenaje a kōchi lugar de nacimiento del descubridor,he was named kirche in honor of kirche the name of the discoverer,he was named kochi in tribute to kochi the place the discoverer was born,BLEU = 14.56 53.8/25.0/9.1/5.0 (BP = 0.926 ratio = 0.929 hyp_len = 13 ref_len = 14),0.5644729733467102,0.34503009837028337,3.439039945602417
313,313,common_voice_es_19138166.mp3,taylor comenzó su vida laboral como periodista,he left out his work as a periodist,taylor begun his working career as a reporter,BLEU = 12.22 37.5/14.3/8.3/5.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8),0.6640557646751404,0.46875,3.6493921279907227
314,314,common_voice_es_18959141.mp3,vete al fondo venga,come on come on,go to the bottom come on,BLEU = 19.38 50.0/33.3/25.0/25.0 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6),0.6804215312004089,0.32327586206896547,3.156885862350464
315,315,common_voice_es_19957188.mp3,es hijo del poeta y periodista santiago amón,he is the son of the poet and poet of santiago,he is the son of santiago amon poet and journalist,BLEU = 43.67 72.7/60.0/33.3/25.0 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10),0.7017267346382141,0.6250000000000001,3.6666066646575928
316,316,common_voice_es_19750381.mp3,se trataba de un trayecto lógico pero que finalmente fue desestimado,it was a logical trajectory but finally it was decisive,it was a logic path but it was finally dismissed,BLEU = 21.36 70.0/33.3/12.5/7.1 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10),0.7519865036010742,0.7500000000000001,4.235879898071289
317,317,common_voice_es_19610027.mp3,el conjunto de chozas núcleo de cada comunidad recibe el nombre de burra,josephs conscient of each community receives the name of burr,burra also known as the group of cottages constitutes the core of every community,BLEU = 3.98 40.0/5.6/3.1/1.8 (BP = 0.670 ratio = 0.714 hyp_len = 10 ref_len = 14),0.5471518635749817,0.14705882352941174,3.0917975902557373
318,318,common_voice_es_19599828.mp3,la siguiente tabla muestra las estadísticas que sirvieron para conformar los grupos,the following table shows the statisticals that serve to conform the groups,the table below shows the statistics used to form the groups,BLEU = 11.02 58.3/18.2/5.0/2.8 (BP = 1.000 ratio = 1.091 hyp_len = 12 ref_len = 11),0.8947232961654663,0.6327421171171171,4.505063533782959
319,319,common_voice_es_20051503.mp3,colabora en particular con john zorn y forma parte de su grupo naked city,they collaborate in particular with johnson in the form of the next,he particularly collaborates with john zorn and it forms part of her naked city group,BLEU = 3.14 16.7/4.5/2.5/1.4 (BP = 0.779 ratio = 0.800 hyp_len = 12 ref_len = 15),0.589690089225769,0.13605442176870747,3.3660435676574707
320,320,common_voice_es_19973012.mp3,para alcances cortos parte de los gases propulsores escapaban hacia los lados,where cortezs arkansas part of the propellers gases escaped to the lakes,at short ranges a portion of the propellant gases leaked sideways,BLEU = 7.50 25.0/9.1/5.0/2.8 (BP = 1.000 ratio = 1.091 hyp_len = 12 ref_len = 11),0.4825446903705597,0.40180180180180186,3.114196300506592
321,321,common_voice_es_19749163.mp3,permite que la gente sea creativa,he knows that the agent is creative,it allows people to be creative,BLEU = 6.57 14.3/8.3/5.0/3.1 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6),0.6327537894248962,0.3073770491803279,3.535616636276245
322,322,common_voice_es_19741737.mp3,hay resultados generales que indican la existencia de redes en los grupos de lie,there are general results that indicate the existence of reds and the like,there are general results pointing out the existence of networks in lie groups,BLEU = 27.97 53.8/41.7/27.3/10.0 (BP = 1.000 ratio = 1.000 hyp_len = 13 ref_len = 13),0.5614840984344482,0.5172684458398744,3.5886075496673584
323,323,common_voice_es_19774051.mp3,ello solo lo hace válido en ciencias políticas y económicas,they only made it a political and economic decision,this is only valid in political and economic sciences,BLEU = 19.07 44.4/25.0/14.3/8.3 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9),0.6742724180221558,0.41666666666666663,3.8011951446533203
324,324,common_voice_es_19746899.mp3,la una enriquece a la otra creo,the one is rich in the other i think,i believe that one enriches the other,BLEU = 11.34 44.4/12.5/7.1/4.2 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7),0.5901931524276733,0.4383680555555556,3.9760921001434326
325,325,common_voice_es_20067128.mp3,está comunicado con valencia mediante una línea de metrobús,he has communicated with valencia along with a measure of bustle,it is connected to valencia by a metrobus line,BLEU = 4.46 18.2/5.0/2.8/1.6 (BP = 1.000 ratio = 1.222 hyp_len = 11 ref_len = 9),0.3898415267467499,0.10869565217391303,3.4284403324127197
326,326,common_voice_es_19504256.mp3,si se cumplen estas condiciones la flor se produce anualmente,these conditions occur the war is annually produced,if these conditions are met the flower grows on an annual basis,BLEU = 7.41 37.5/14.3/8.3/5.0 (BP = 0.607 ratio = 0.667 hyp_len = 8 ref_len = 12),0.5616815090179443,0.2720905172413793,3.6226885318756104
327,327,common_voice_es_19599521.mp3,su presencia es incierta en guinea ecuatorial,the presence is in the beginning equatorial,in equatorial guinea their presence remains unclear,BLEU = 8.64 42.9/8.3/5.0/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7),0.4781080484390259,0.2142857142857143,3.433380365371704
328,328,common_voice_es_19612179.mp3,por su altura el clima es fríoglacial,it is plentiful,due to its altitude the climate is cold glacial,BLEU = 3.72 33.3/25.0/25.0/0.0 (BP = 0.135 ratio = 0.333 hyp_len = 3 ref_len = 9),0.3771410584449768,0.11904761904761904,2.675290107727051
329,329,common_voice_es_19568127.mp3,departamento calingasta,the department of calais,calingasta department,BLEU = 15.97 25.0/16.7/12.5/12.5 (BP = 1.000 ratio = 2.000 hyp_len = 4 ref_len = 2),0.7417898774147034,0.22727272727272727,3.494821310043335
330,330,common_voice_es_19748370.mp3,allí trabajó en la construcción y haciendo trabajos ocasionales,he worked in construction and working occasionally,there he worked in construction and he would also undertake occasional jobs,BLEU = 30.10 71.4/66.7/60.0/50.0 (BP = 0.490 ratio = 0.583 hyp_len = 7 ref_len = 12),0.772512674331665,0.4891304347826087,4.181670665740967
331,331,common_voice_es_19471239.mp3,al conocerse que nunca se había recibido de abogado es rápida y secretamente reemplazado,to make sure that he never received abomination it was quickly and secretly replaced,when it was found he had never graduated as a lawyer he was rapidly and secretly replaced,BLEU = 11.67 50.0/23.1/8.3/4.5 (BP = 0.807 ratio = 0.824 hyp_len = 14 ref_len = 17),0.5180976986885071,0.34278382011487224,3.4351377487182617
332,332,common_voice_es_19722328.mp3,todo en la vida tiene un principio y un fin,who life is a principle and a thing,everything has a beginning and an end in life,BLEU = 6.41 37.5/7.1/4.2/2.5 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9),0.47025588154792786,0.16853932584269662,3.0631916522979736
333,333,common_voice_es_19600816.mp3,en la fase de clasificación se observará el sistema de puntos,a system of points is observed in the classification,on the classification fase we will see the scoring system,BLEU = 9.44 33.3/12.5/7.1/4.2 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10),0.7301338315010071,0.15151515151515152,4.070193290710449
334,334,common_voice_es_19670775.mp3,está nombrado por venetia una provincia del norte de italia,it is named after benisha a province of norway,venetia a province in the north of italia has named it,BLEU = 9.60 55.6/12.5/7.1/4.2 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11),0.6784185767173767,0.3444444444444445,3.902860641479492
335,335,common_voice_es_19159427.mp3,se dividían en numerosos grupos autónomos con un territorio comunal,they lived in numerous autonomous groups with the communal territory,they were divided into independent groups which shared a communal territory,BLEU = 9.03 40.0/11.1/6.2/3.6 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11),0.7493883967399597,0.28956422018348627,4.538394451141357
336,336,common_voice_es_19603418.mp3,interpretó el papel de hoho como si fuera el personaje televisivo trancas,he interpreted euryaluss role as if he was the television person trancus,just as if it was with trancas personality it interpreted the role of ho ho,BLEU = 6.94 50.0/9.1/5.0/2.8 (BP = 0.779 ratio = 0.800 hyp_len = 12 ref_len = 15),0.6184166073799133,0.3262529501596558,3.5611069202423096
337,337,common_voice_es_19175805.mp3,es descrita como una planta simple o agrupada,he is described as a simple or a group of people,it is described as a simple or grouped plant,BLEU = 46.17 54.5/50.0/44.4/37.5 (BP = 1.000 ratio = 1.222 hyp_len = 11 ref_len = 9),0.6496734023094177,0.6898846495119787,4.21646785736084
338,338,common_voice_es_19596005.mp3,se encuentra en costa de marfil ghana kenia nigeria senegal y en uganda,is located on the coast of norfolk cannae cannae mercuria senegal and guiana,you can find it in ivory coast ghana kenya nigeria senegal and uganda,BLEU = 6.84 23.1/8.3/4.5/2.5 (BP = 1.000 ratio = 1.000 hyp_len = 13 ref_len = 13),0.5912324786186218,0.1965811965811966,3.1836612224578857
339,339,common_voice_es_19676882.mp3,actualmente reside en cambridge,he presently resides in cambridge,he currently lives in cambridge,BLEU = 23.64 60.0/25.0/16.7/12.5 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5),0.95949786901474,0.5111111111111111,4.840638160705566
340,340,common_voice_es_20015827.mp3,su papá le dijo que si lo hacía se podía quedar en california,pop had told him that he was there could stay in california,his her father told him her he she could stay in california if he she did so,BLEU = 17.27 58.3/36.4/20.0/11.1 (BP = 0.659 ratio = 0.706 hyp_len = 12 ref_len = 17),0.6046776175498962,0.4075448361162647,3.8069427013397217
341,341,common_voice_es_19684425.mp3,firmado yo la reina,fermented by the king,signed i the queen,BLEU = 15.97 25.0/16.7/12.5/12.5 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4),0.5217981338500977,0.46875,2.964639902114868
342,342,common_voice_es_19607317.mp3,el cierre definitivo del viaje se produjo con la edificación del barrio del pilar,the definitive censure of the viges produced with the edification of the tiled area,the definitive closure of the journey happened with the construction of the barrio del pilar,BLEU = 10.58 57.1/30.8/4.2/2.3 (BP = 0.931 ratio = 0.933 hyp_len = 14 ref_len = 15),0.41949599981307983,0.5033557046979866,2.90748929977417
343,343,common_voice_es_19724589.mp3,puede encontrarse una defensa de europa en su libro europa y el imperio,chrysanthemum in europe and his book europe and the imperial,we can find a defense in favor of europe in his book europe and the empire,BLEU = 23.45 70.0/44.4/37.5/28.6 (BP = 0.549 ratio = 0.625 hyp_len = 10 ref_len = 16),0.5308812260627747,0.4366551815531407,3.5171027183532715
344,344,common_voice_es_19622224.mp3,al igual que la pastilla del mástil era puramente decorativo,it was also that the pastoral pastor was poorly decorated,as in the case of the neck pickup it was purely decorative,BLEU = 7.60 30.0/11.1/6.2/3.6 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12),0.4736810326576233,0.1694915254237288,3.0023186206817627
345,345,common_voice_es_19957909.mp3,fue el creador del centro de estudios aeronáuticos sujói,he was the crier of the centre of arithmetic studious soci,he created the sukhoi aeronautical study center,BLEU = 4.46 18.2/5.0/2.8/1.6 (BP = 1.000 ratio = 1.571 hyp_len = 11 ref_len = 7),0.3991401791572571,0.13513513513513514,2.767104387283325
346,346,common_voice_es_19647512.mp3,durante el período de la guerra civil española fueron sustituidas por personal seglar,during the spanish civil war they were substituted for cyclists,during the period of the spanish civil war they were replaced by secular personnel,BLEU = 37.69 70.0/66.7/50.0/42.9 (BP = 0.670 ratio = 0.714 hyp_len = 10 ref_len = 14),0.5509824156761169,0.508703481392557,3.907560110092163
347,347,common_voice_es_19659557.mp3,su sólida fábrica es fruto del acertado uso de diversos materiales,this fabric solid is fruit of the certified use of several materials,his solid company its the result of the correct use of different materials,BLEU = 9.75 50.0/18.2/5.0/2.8 (BP = 0.920 ratio = 0.923 hyp_len = 12 ref_len = 13),0.6802497506141663,0.3962101636520241,3.9209582805633545
348,348,common_voice_es_19669567.mp3,fueron entregados a los equipos participantes acorde a su posición en el torneo,they rewarded to the participants of their position in the tournament,they were delivered to the participating teams following their position in the tournament,BLEU = 34.79 72.7/50.0/33.3/25.0 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13),0.748094379901886,0.6901041666666667,3.998479127883911
349,349,common_voice_es_19699372.mp3,climas templados aunque se adapta bien a condiciones de frío y heladas,the cold climates for those adepts to cold and cold conditions,it prefers hot weather though it can get well adapted to cold and freezing conditions,BLEU = 10.42 36.4/20.0/11.1/6.2 (BP = 0.695 ratio = 0.733 hyp_len = 11 ref_len = 15),0.5742734670639038,0.136986301369863,3.5460214614868164
350,350,common_voice_es_18971642.mp3,el viejo jarocho comenzó a tener corro y creció su ganancia,jerichos wife began to have a chore and created a good answer,the old man from veracruz started being persuasive and had more profit,BLEU = 3.39 8.3/4.5/2.5/1.4 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12),0.44571271538734436,0.08333333333333333,3.382434844970703
351,351,common_voice_es_20062759.mp3,la genealogía de este arreglo se desconoce,the genealogy of this agreement is unknown,the family history of this settlement is unclear,BLEU = 13.54 57.1/16.7/10.0/6.2 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8),0.7624567151069641,0.39952531645569617,4.50931453704834
352,352,common_voice_es_18663444.mp3,no te vuelvas loco pero si nos encuentras algo,i dont want to see but i dont want to see,dont go crazy but if you can find anything for us,BLEU = 4.46 18.2/5.0/2.8/1.6 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11),0.4057789742946625,0.13636363636363635,2.809894323348999
353,353,common_voice_es_19664280.mp3,ha sido diputada federal y actualmente es senadora por el estado de chiapas,he is currantly senator of the state of cheops,she has been a federal congresswoman and is currently a senator for the state of chiapas,BLEU = 9.26 55.6/25.0/14.3/8.3 (BP = 0.459 ratio = 0.562 hyp_len = 9 ref_len = 16),0.5834842324256897,0.29150326797385623,2.878528594970703
354,354,common_voice_es_19991291.mp3,era necesario el enseñarles respeto por alemania,it was necessary to send out respect for germany,germany deserves respect and its necessary to teach that,BLEU = 11.34 44.4/12.5/7.1/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9),0.7286890149116516,0.41333333333333333,4.226665496826172
355,355,common_voice_es_18956270.mp3,solo veo hormiguitas ¿ seguro,only a few kilometers sure,i only see little ants are you sure,BLEU = 6.97 40.0/12.5/8.3/6.2 (BP = 0.549 ratio = 0.625 hyp_len = 5 ref_len = 8),0.44469013810157776,0.12987012987012989,2.9394259452819824
356,356,common_voice_es_19766819.mp3,el sueño de volar se remonta a la prehistoria,the villas sun shines on the tree,the flying dream goes back to prehistoric times,BLEU = 5.69 14.3/8.3/5.0/3.1 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8),0.3150784373283386,0.06329113924050632,2.5749335289001465
357,357,common_voice_es_19631958.mp3,todos los pasajeros fueron liberados de los campos de concentración en francia,all the passengers were full of the concentration camps in france,all the passengers were released from the concentration camps in france,BLEU = 58.77 81.8/70.0/55.6/37.5 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11),0.6667720079421997,0.813692480359147,4.404734134674072
358,358,common_voice_es_19713266.mp3,de nuevo la suerte fue esquiva y el equipo se quedó sin poder ascender,from now on the team was left and the team was left without being able to ascend,they had no luck again and the team could not be promoted,BLEU = 8.51 17.6/12.5/6.7/3.6 (BP = 1.000 ratio = 1.417 hyp_len = 17 ref_len = 12),0.4802924394607544,0.3,3.1338133811950684
359,359,common_voice_es_20025930.mp3,el proyecto condujo a la creación del consumer gas trust company,the project leads to the creation of the consumer gasters company,the project led to the creation of the consumer gas trust company,BLEU = 48.83 81.8/60.0/44.4/37.5 (BP = 0.913 ratio = 0.917 hyp_len = 11 ref_len = 12),0.7645553946495056,0.742296918767507,4.380663871765137
360,360,common_voice_es_19431093.mp3,el parque se caracteriza por sus bosques de pinos arroyos de primavera y pantanos,the park is characterized by spectres pine forests and pants,the park is characterized by its pine forests spring creeks and swamps,BLEU = 38.25 80.0/55.6/37.5/28.6 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12),0.5350159406661987,0.6600900423728814,3.774094820022583
361,361,common_voice_es_19633745.mp3,por tanto la expresión de tristeza de mozart pudo haber sido bastante sincera,however the expression of trustees submission had been very sincere,in fact mozarts sad expression could be very sincere,BLEU = 9.29 30.0/11.1/6.2/3.6 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9),0.5929511785507202,0.412087912087912,3.270015001296997
362,362,common_voice_es_19142059.mp3,monumento protegido,the monument protected,protected monument,BLEU = 34.67 66.7/25.0/25.0/0.0 (BP = 1.000 ratio = 1.500 hyp_len = 3 ref_len = 2),0.9525982141494751,0.4761904761904762,4.3964762687683105
363,363,common_voice_es_19628056.mp3,otras doce obras se hallan repartidas por distintos museos argentinos,the other two works are recorded by different argentine museums,other twelve works of art are distributed in different argentine museums,BLEU = 16.81 60.0/22.2/12.5/7.1 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11),0.7739755511283875,0.46890927624872564,4.278010845184326
364,364,common_voice_es_19688459.mp3,su apogeo se dio los tiempos de la reforma y del concilio de trento,his wife told him the times of reform and the council of trenton,the reformation and the council of trent period was its peak,BLEU = 20.45 38.5/25.0/18.2/10.0 (BP = 1.000 ratio = 1.182 hyp_len = 13 ref_len = 11),0.5890395045280457,0.5257936507936508,3.8268537521362305
