,path,source_text,pred_text,ref_text,ASR_BLEU
233,common_voice_es_18377238.mp3,el que quiere interesar a los demás tiene que provocarlos,whoever enters the ones that has to profit,if you want to make people interested you have to provoke them,BLEU = 3.35 12.5/7.1/4.2/2.5 (BP = 0.607 ratio = 0.667 hyp_len = 8 ref_len = 12)
234,common_voice_es_18377239.mp3,elige el idioma por defecto,i told you so in fact,choose the language for default,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
235,common_voice_es_18377240.mp3,donde no hay cabeza todo se vuelven patas,where is no head every one to make for go back,without thoughts everything is a mess,BLEU = 3.75 9.1/5.0/2.8/1.6 (BP = 1.000 ratio = 1.833 hyp_len = 11 ref_len = 6)
236,common_voice_es_18379152.mp3,encargo un pastel para mañana ¿o ya lo has encargado,i was a patrol for magnon or iron,ill order a cake for tomorrow or have you already ordered one,BLEU = 4.41 37.5/7.1/4.2/2.5 (BP = 0.607 ratio = 0.667 hyp_len = 8 ref_len = 12)
237,common_voice_es_18379153.mp3,al caballo más manso le ponen más montura,more than one more maintained,the tamest horse receives the biggest saddle,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.670 ratio = 0.714 hyp_len = 5 ref_len = 7)
238,common_voice_es_18379154.mp3,el que ríe el último ríe dos veces,whoever the last ones,he who laughs last laughs twice,BLEU = 9.69 25.0/16.7/12.5/12.5 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
239,common_voice_es_18379155.mp3,caridad y amor sin tambor,creed and love without storm,charity and love without noise,BLEU = 39.76 60.0/50.0/33.3/25.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5)
240,common_voice_es_18380345.mp3,a la chita callando hay quien se va aprovechando,the boys body there is a wife going out,on the sly some people make the most of every situation,BLEU = 3.82 11.1/6.2/3.6/2.1 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11)
241,common_voice_es_18380346.mp3,a buen hambre no hay pan duro,there is no way there is no good,everything is good when youre hungry,BLEU = 6.57 25.0/7.1/4.2/2.5 (BP = 1.000 ratio = 1.333 hyp_len = 8 ref_len = 6)
242,common_voice_es_18380347.mp3,bueno seguro  mírenlo tiene más cosas que un cuchillo del ejército suizo ,well sure muriel and i have more than a whistle making around,well sure look at it it has more things than a swiss knife,BLEU = 9.32 41.7/18.2/5.0/2.8 (BP = 0.920 ratio = 0.923 hyp_len = 12 ref_len = 13)
243,common_voice_es_18380348.mp3,bueno no sabia que debíamos tener uno ya,well i did not know we had to do,well i didnt know we should have one by now,BLEU = 12.07 44.4/25.0/7.1/4.2 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10)
244,common_voice_es_18380349.mp3,dime el significado de esta palabra,tell me means this panama,tell me what this word means,BLEU = 20.80 80.0/25.0/16.7/12.5 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
245,common_voice_es_18381260.mp3,al menos podrías haber dejado la galleta,at least could be less than dancing,at least you could have left the cookie,BLEU = 12.60 42.9/16.7/10.0/6.2 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
246,common_voice_es_18384548.mp3,cuando diga ahora saltamos a la cesta,when id say we wouldnt go to the sest,when i say now we jump to the basket,BLEU = 11.99 55.6/12.5/7.1/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
247,common_voice_es_18384549.mp3,así que ya sabes ¡coge el tranvía y ve a por ella,so you know why did the sea takes the trembling by her,so you know get a streetcar and go for it,BLEU = 12.61 25.0/18.2/10.0/5.6 (BP = 1.000 ratio = 1.200 hyp_len = 12 ref_len = 10)
248,common_voice_es_18384550.mp3,cada loco con su tema y cada lobo por su senda,each letter with his lady and everybody following his past,every madman has his tune and every wold his track,BLEU = 5.52 30.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
249,common_voice_es_18388359.mp3,en españa no sólo se habla español,in spain only spanish made in spain,in spain they not only speak spanish,BLEU = 15.62 57.1/16.7/10.0/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
250,common_voice_es_18388360.mp3,ajo cebolla y limón y déjate de inyección,a hoes favris and leaves injection,garlic onion and lemon and avoid injections,BLEU = 6.87 16.7/10.0/6.2/4.2 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
251,common_voice_es_18388363.mp3,en zonas costeras existe un mayor acúmulo de moléculas de agua en el aire,the coastal areas there is a bigger multiple in the air,in coastal areas theres a higher amount of water molecules in the air,BLEU = 15.31 54.5/30.0/11.1/6.2 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13)
252,common_voice_es_18390729.mp3,el impacto me debió despertar de mi hipersueño,the impact made me quaking,the impact must have woken me up from my hyper sleep,BLEU = 7.12 60.0/25.0/16.7/12.5 (BP = 0.301 ratio = 0.455 hyp_len = 5 ref_len = 11)
253,common_voice_es_18390730.mp3,debemos estar aquí para él cuando nos necesite,we must be here for her when you need it,we should be there for him when he needs us,BLEU = 5.93 40.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
254,common_voice_es_18390731.mp3,debería ponerme a estudiar,i should have my studying,i should study now,BLEU = 21.36 40.0/25.0/16.7/12.5 (BP = 1.000 ratio = 1.250 hyp_len = 5 ref_len = 4)
255,common_voice_es_18390732.mp3,arrancada de caballo y parada de asno,lower horsed walking a horse,speeds like a horse stops like a mule,BLEU = 11.73 40.0/25.0/16.7/12.5 (BP = 0.549 ratio = 0.625 hyp_len = 5 ref_len = 8)
256,common_voice_es_18394785.mp3,el juvenil del barça no gana nada,the younger lyre of bad soil,the youth of barca wont win anything,BLEU = 8.17 33.3/10.0/6.2/4.2 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
257,common_voice_es_18394786.mp3,el consumo de higos se ha estancado dicen los cooperativistas,the consumption of egos has been standing,the intake of figs have stalled according to cooperative members,BLEU = 5.09 28.6/8.3/5.0/3.1 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10)
258,common_voice_es_18396895.mp3,el que no corre vuela,he who happens down,he who hesitates is lost,BLEU = 24.88 50.0/33.3/25.0/25.0 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
259,common_voice_es_18396897.mp3,dos estudiantes encendieron el petardo,two students promoted the highest,two students set off the firecracker,BLEU = 19.36 60.0/25.0/16.7/12.5 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
260,common_voice_es_18396898.mp3,entonces yo los tengo también,then i have them before well,so i have them too,BLEU = 30.21 50.0/40.0/25.0/16.7 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
261,common_voice_es_18396899.mp3,camino malo pásalo pronto,was the step,bad road walk it fast,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.513 ratio = 0.600 hyp_len = 3 ref_len = 5)
262,common_voice_es_18397057.mp3,el que siembra vientos recoge tempestades,whoever well goes well right,as you sow so shall you reap,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.670 ratio = 0.714 hyp_len = 5 ref_len = 7)
263,common_voice_es_18397059.mp3,caminos hacen amigos,rosemary they make a friend,roads make friendships,BLEU = 10.68 20.0/12.5/8.3/6.2 (BP = 1.000 ratio = 1.667 hyp_len = 5 ref_len = 3)
264,common_voice_es_18397060.mp3,en casa del herrero cuchillo de palo,in house of bread,the shoemakers son always goes barefoot,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
265,common_voice_es_18397248.mp3,el que hizo la ley hizo la trampa,whoever made the rest of us,every law has a loophole,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
266,common_voice_es_18397250.mp3,ella sabe tocar el piano y yo el violín,she graduated from piano and violin,she can play the piano and the violin,BLEU = 13.83 66.7/20.0/12.5/8.3 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
267,common_voice_es_18397252.mp3,bueno yo traje mi dinosaurio que come perros con campos de fuerza,well and i opened the way at last with dogs,well i brought my dinosaur who eats force field dogs,BLEU = 5.52 30.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
268,common_voice_es_18397254.mp3,donde hay vida hay esperanza,where did his life,where theres life theres hope,BLEU = 14.79 50.0/16.7/12.5/12.5 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
269,common_voice_es_18397255.mp3,ainhoa se merece ser feliz,and hoa you like to be happy,ainhoa deserves to be happy,BLEU = 24.45 42.9/33.3/20.0/12.5 (BP = 1.000 ratio = 1.400 hyp_len = 7 ref_len = 5)
270,common_voice_es_18400848.mp3,¿como se llama el protagonista de mad men,it is the madman man,what is the name of the protagonist of mad men,BLEU = 7.86 40.0/25.0/16.7/12.5 (BP = 0.368 ratio = 0.500 hyp_len = 5 ref_len = 10)
271,common_voice_es_18400849.mp3,la doctora honoriscausa vaya vaya ,the doctor haniscosa via via,the doctor honoris underscore causa wow,BLEU = 17.49 40.0/25.0/16.7/12.5 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
272,common_voice_es_18400850.mp3,oye no quiero verte enfadado,i dont want to see her,hey i do not want to see you angry,BLEU = 19.69 66.7/40.0/25.0/16.7 (BP = 0.607 ratio = 0.667 hyp_len = 6 ref_len = 9)
273,common_voice_es_18400851.mp3,¡ doctor lo ha conseguido,he has achieved it,doctor you did it,BLEU = 15.97 25.0/16.7/12.5/12.5 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4)
274,common_voice_es_18400852.mp3,yo respondí de mal talante enderezándome en la silla,i responded for much of it i turned to the stone,i responded in a bad way straightening myself in the chair,BLEU = 8.30 27.3/10.0/5.6/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
275,common_voice_es_18402693.mp3,nota el movimiento del barco,nobody moved,check out on the motion of the boat,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.050 ratio = 0.250 hyp_len = 2 ref_len = 8)
276,common_voice_es_18402694.mp3,la poética gástrica parte de un modelo teórico interdisciplinario,the gastric poet is part of a false theoretic model,the gastric poetry of an interdisciplinary theoretical model,BLEU = 9.98 40.0/11.1/6.2/3.6 (BP = 1.000 ratio = 1.250 hyp_len = 10 ref_len = 8)
277,common_voice_es_18402695.mp3,vamos a morir ¡ me voy de aquí,lets go i will go,we are going to die im going out of here,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.368 ratio = 0.500 hyp_len = 5 ref_len = 10)
278,common_voice_es_18402696.mp3,los detectives descubrieron huellas en la ventana,the detectives were hired in the window,the detectives discovered prints in the window,BLEU = 30.74 71.4/50.0/20.0/12.5 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
279,common_voice_es_18402697.mp3,no lo entiendo parece que le da igual una cosa que otra ,dont go to it it seems to be created in another one,i dont understand it looks like he doesnt care about anything,BLEU = 4.03 16.7/4.5/2.5/1.4 (BP = 1.000 ratio = 1.091 hyp_len = 12 ref_len = 11)
280,common_voice_es_18405066.mp3,niña no sé qué bebedizo me has dado que todo lo olvido,i dont know what to do i did not have gotten about me,girl i dont know what beverage you gave me that i am forgetting everything,BLEU = 19.82 46.2/25.0/18.2/10.0 (BP = 0.926 ratio = 0.929 hyp_len = 13 ref_len = 14)
281,common_voice_es_18405068.mp3,bajad los arpones,the saturday,lower the harpoons,BLEU = 30.33 50.0/50.0/0.0/0.0 (BP = 0.607 ratio = 0.667 hyp_len = 2 ref_len = 3)
282,common_voice_es_18405069.mp3,la alta contaminación se centra en el centro de la ciudad,the high contamination is high lighted centre,the high pollution is located in the middle of the city,BLEU = 8.21 42.9/16.7/10.0/6.2 (BP = 0.565 ratio = 0.636 hyp_len = 7 ref_len = 11)
283,common_voice_es_18405070.mp3,muy bien siguiente punto ah  sí ,very good following point a,very good next point oh yes,BLEU = 19.36 60.0/25.0/16.7/12.5 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
284,common_voice_es_18405076.mp3,siempre seguridad  siempre chaval  muy bien ,always in security always very good,safety first well done kid,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
285,common_voice_es_18709056.mp3,querer es poder,it is more than the one who has the house,where theres a will theres a way,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.429 hyp_len = 10 ref_len = 7)
286,common_voice_es_18405079.mp3,allí era el cementerio de las comendadoras,there he was the cemetery of commanders,there was the cemetery of the comendadoras,BLEU = 43.47 71.4/50.0/40.0/25.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
287,common_voice_es_18405080.mp3,apartábase lánguidamente los rizos que deshechos por el viento marino ,he set aside his wife and the rest in the windows,the curls were going away slowly blown by the marine wind,BLEU = 4.46 18.2/5.0/2.8/1.6 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
288,common_voice_es_18407981.mp3,los fantasmas no existen ni en este barco ni en otro sitio,the phantoms does not exist in the site of the ship,ghosts dont exist not in this ship or anywhere,BLEU = 5.30 36.4/5.0/2.8/1.6 (BP = 1.000 ratio = 1.222 hyp_len = 11 ref_len = 9)
289,common_voice_es_18407982.mp3,la niña chole sonrió con languidez,the cholera girls smiley with language,the chole girl smiled with languor,BLEU = 9.65 33.3/10.0/6.2/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
290,common_voice_es_18407984.mp3,de esta suerte llegamos a mis dominios,this last one we arrived in the domains,of this luck we arrived to my domains,BLEU = 13.13 50.0/14.3/8.3/5.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
291,common_voice_es_18407985.mp3,ivan pérez no vendrá de excursión,i was not coming from excursion,ivan pérez wont come on the expedition,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
292,common_voice_es_18425697.mp3,bueno sola  sola  mujer  tampoco ,well you are not woman alone,well alone alone woman either,BLEU = 10.68 50.0/10.0/6.2/4.2 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
293,common_voice_es_18425698.mp3,por favor ricardo,please ricardo,please ricardo,BLEU = 100.00 100.0/100.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 2 ref_len = 2)
294,common_voice_es_18425699.mp3,vuelvo a ser cura eso es lo que soy,become a priest again thats we can,im a priest again thats what i am,BLEU = 35.64 57.1/50.0/40.0/25.0 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
295,common_voice_es_18425700.mp3,ni siquiera puedo salir volando por una ventana,not even want to be flying by a window,i cant even fly off a window,BLEU = 10.55 33.3/12.5/7.1/4.2 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7)
296,common_voice_es_18425701.mp3,no llego a comprenderlo cerdo inculto ,i dont want to be in a fort,i cant understand it illiterate pig,BLEU = 5.52 12.5/7.1/4.2/2.5 (BP = 1.000 ratio = 1.333 hyp_len = 8 ref_len = 6)
297,common_voice_es_18427954.mp3,de un cabo al otro recorrimos la feria,we rapt to the fair fight,we walked throughout the fair from one side to the other one,BLEU = 8.45 66.7/40.0/12.5/8.3 (BP = 0.368 ratio = 0.500 hyp_len = 6 ref_len = 12)
298,common_voice_es_18427955.mp3,deshecho entre legajos de un pleito,it leaves a young lady in a play,undone among the records of a lawsuit,BLEU = 5.52 12.5/7.1/4.2/2.5 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
299,common_voice_es_18427966.mp3,el culo de la botella dame ,the bottle of the bottle give me,give me the last part that is in the bottle,BLEU = 12.79 71.4/33.3/10.0/6.2 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10)
300,common_voice_es_18427967.mp3,morir nos moriremos todos,we will die all of us,dying we all dye,BLEU = 9.65 33.3/10.0/6.2/4.2 (BP = 1.000 ratio = 1.500 hyp_len = 6 ref_len = 4)
301,common_voice_es_18427968.mp3,me pide que sea feliz ,i has to be happy,he asks me to be happy,BLEU = 32.56 60.0/50.0/33.3/25.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
302,common_voice_es_18427974.mp3,el noble marqués me permitirá una pregunta ¿ de qué conoce a juan de guzmán,the nobler houses will notice a question it will not know non de guzman,the noble marques will allow me one question why do you know juan de guzman,BLEU = 6.96 42.9/7.7/4.2/2.3 (BP = 0.931 ratio = 0.933 hyp_len = 14 ref_len = 15)
303,common_voice_es_18427975.mp3,con las pechugas al aire porque esas las veo yo,with air pore it is because they saw as those white,with breasts in the air because i am the one who can see them,BLEU = 3.76 27.3/5.0/2.8/1.6 (BP = 0.761 ratio = 0.786 hyp_len = 11 ref_len = 14)
304,common_voice_es_18427976.mp3,así debía ser el viaje infernal de los antiguos en la barca de carón,thats how the nitrogen of the old spring,that is how the ancestors hellish journey should be in carons small boat,BLEU = 5.91 25.0/14.3/8.3/5.0 (BP = 0.535 ratio = 0.615 hyp_len = 8 ref_len = 13)
305,common_voice_es_18427977.mp3,primero es la obligación que la devoción,the first devotion to devotion,business before pleasure,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.667 hyp_len = 5 ref_len = 3)
306,common_voice_es_18427978.mp3,¿ un compañero no habla en serio,a former one dont talk about it,a friend not talking seriously,BLEU = 6.57 14.3/8.3/5.0/3.1 (BP = 1.000 ratio = 1.400 hyp_len = 7 ref_len = 5)
307,common_voice_es_18431841.mp3,no tengo ganas de bodas,i have no weddings,i dont have humor for weddings,BLEU = 12.75 75.0/16.7/12.5/12.5 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
308,common_voice_es_18431842.mp3,¿ hola probando ¿ se oye mejor  estupendo ,hello probably i am gradual i am betting,hello i am just trying this does it sound better great,BLEU = 8.40 37.5/14.3/8.3/5.0 (BP = 0.687 ratio = 0.727 hyp_len = 8 ref_len = 11)
309,common_voice_es_18431844.mp3,es como jugar a la ruleta rusa,its like a player,its like playing russian roulette,BLEU = 24.88 50.0/33.3/25.0/25.0 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
310,common_voice_es_18431845.mp3,que te afecte es malo,that effect is bad,its bad that it affects you,BLEU = 11.52 50.0/16.7/12.5/12.5 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
311,common_voice_es_18437968.mp3,a lo lejos cruzaban por delante de los caballos islas flotantes de gigantescas ninfea,in the floating roads floating islands of huge gyphia,in the distance floating islands of gigantic nymphs crossed in front of the horses,BLEU = 12.80 55.6/37.5/14.3/8.3 (BP = 0.574 ratio = 0.643 hyp_len = 9 ref_len = 14)
312,common_voice_es_18437969.mp3,a sus hijos desesperadas ,their sons desperate,to his kids desperate,BLEU = 19.72 33.3/25.0/25.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 3 ref_len = 4)
313,common_voice_es_18437970.mp3,capítulo dieciséis,chapter sixteen,chapter sixteen,BLEU = 100.00 100.0/100.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 2 ref_len = 2)
314,common_voice_es_18437971.mp3,pero es que esta noche tenemos tormenta,but this is not so,but its just that this night well have a storm,BLEU = 4.67 40.0/12.5/8.3/6.2 (BP = 0.368 ratio = 0.500 hyp_len = 5 ref_len = 10)
315,common_voice_es_18437972.mp3,muy entretenida porque a lo mejor hoy,very uninteresting because they better,very entertaining because maybe today,BLEU = 12.70 40.0/12.5/8.3/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5)
316,common_voice_es_18438308.mp3,esta emisora cada vez tiene más oyentes,that mission face has more dying,this station has more and more listeners,BLEU = 13.74 33.3/20.0/12.5/8.3 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
317,common_voice_es_18438309.mp3,es importante que cuando te diga que no te muevas no te muevas,it is important to be important together it is not time,its important that when i tell you to not move you dont move,BLEU = 4.11 27.3/5.0/2.8/1.6 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13)
318,common_voice_es_18438311.mp3,eso no es volar eso es caer con estilo ,that it is not a something that is far away,that is not flying that is falling with style,BLEU = 12.55 50.0/22.2/6.2/3.6 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9)
319,common_voice_es_18438321.mp3,gracias de todos modos chao ,thank you very much you must,thank you anyway bye,BLEU = 16.23 33.3/20.0/12.5/8.3 (BP = 1.000 ratio = 1.500 hyp_len = 6 ref_len = 4)
320,common_voice_es_18438322.mp3,¡ ya tiene para el flete de carón,it has fleet for the koran fleet,you already have for caron freight,BLEU = 6.57 14.3/8.3/5.0/3.1 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
321,common_voice_es_18438323.mp3,estás enojado conmigo porque antes he mirado a ése,you were my friend because you were afraid of that,you are angry at me because before i looked at that one,BLEU = 4.52 30.0/5.6/3.1/1.8 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12)
322,common_voice_es_18438325.mp3,lo menos que puedo hacer por ti es darte tres euros,less than can be made for three years,the least i can do for you is give you three euros,BLEU = 4.41 37.5/7.1/4.2/2.5 (BP = 0.607 ratio = 0.667 hyp_len = 8 ref_len = 12)
323,common_voice_es_18444163.mp3,no me digas lo que tengo que hacer,dont tell me what you do,dont tell me what to do,BLEU = 53.73 83.3/60.0/50.0/33.3 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
324,common_voice_es_18444164.mp3,¡ he encontrado una nave espacial,i found a space for them,i have found a spaceship,BLEU = 17.97 50.0/20.0/12.5/8.3 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
325,common_voice_es_18444165.mp3,la niña chole se despertó sofocando un grito,the cholera girl was expired to christ,the chole girl woke up suffocating a scream,BLEU = 6.77 28.6/8.3/5.0/3.1 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
326,common_voice_es_18444166.mp3,me reconocieron desde lejos y se alzaron saludándome con muestras de gran cortesía,they recognised from graduating and was held in great courtesy,i was recognized from far and they came to greet me with gentleness,BLEU = 4.40 40.0/5.6/3.1/1.8 (BP = 0.741 ratio = 0.769 hyp_len = 10 ref_len = 13)
327,common_voice_es_18449468.mp3,pan duro pero seguro,olivin but sure,hard bread but sure,BLEU = 39.43 66.7/50.0/50.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 3 ref_len = 4)
328,common_voice_es_18449469.mp3,pues si la quieres no hagas nada,well if you want you do not want anything,well if you want it dont do anything,BLEU = 33.03 66.7/37.5/28.6/16.7 (BP = 1.000 ratio = 1.125 hyp_len = 9 ref_len = 8)
329,common_voice_es_18449471.mp3,no tienen mentol solo tienen bastoncillos,they do not have men at all only of ones agreement,they dont have menthol only canes,BLEU = 4.93 27.3/5.0/2.8/1.6 (BP = 1.000 ratio = 1.833 hyp_len = 11 ref_len = 6)
330,common_voice_es_18449472.mp3,tranquilo que ahora voy con usted,come down go out,be still that now i am coming with you,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.287 ratio = 0.444 hyp_len = 4 ref_len = 9)
331,common_voice_es_18449473.mp3,capítulos quince y dieciséis de sonata de estío de ramón maría del valleinclán,chapters fifteen and twenty six of sarata of romola maria del valet maria del valet,chapters fifteen and sixteen of summer sonata by ramon maria del valle inclan,BLEU = 12.87 40.0/21.4/7.7/4.2 (BP = 1.000 ratio = 1.154 hyp_len = 15 ref_len = 13)
332,common_voice_es_18453786.mp3,pero ahora ni responde solo delira,but now i do not respond you take life,but now they dont answer they just rave,BLEU = 9.54 22.2/12.5/7.1/4.2 (BP = 1.000 ratio = 1.125 hyp_len = 9 ref_len = 8)
333,common_voice_es_18453791.mp3,¡ ay ay lo siento  lo siento perdone ,im sorry im sorry im sorry im sorry,oh oh im sorry i m sorry excuse me,BLEU = 10.79 37.5/14.3/8.3/5.0 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9)
334,common_voice_es_18453792.mp3,¡ mi amito,my harmon,my master,BLEU = 50.00 50.0/50.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 2 ref_len = 2)
335,common_voice_es_18453793.mp3,hace bien,to day,it does well,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.607 ratio = 0.667 hyp_len = 2 ref_len = 3)
336,common_voice_es_18453794.mp3,después el viejo recogíalos lentamente y comenzaba a barajar de nuevo,after the old company i was chosen that started to shower,then the old man picked up the cards slowly and began to shuffle again,BLEU = 6.32 27.3/10.0/5.6/3.1 (BP = 0.761 ratio = 0.786 hyp_len = 11 ref_len = 14)
337,common_voice_es_18453890.mp3,este es el problema,this is the problem,this is the problem,BLEU = 100.00 100.0/100.0/100.0/100.0 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4)
338,common_voice_es_18453891.mp3,la codicia rompe el saco,the condessa broke the fact,grasp all lose all,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.250 hyp_len = 5 ref_len = 4)
339,common_voice_es_18453892.mp3,igual estoy susceptible o estoy sensible y,likewise im sensible or is insensible,anyways i am sensitive and,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
340,common_voice_es_18453893.mp3,un empujoncito y se lo vamos a dar,he was a post a bit and we will be back to her,a little motivation and we are giving him,BLEU = 6.84 23.1/8.3/4.5/2.5 (BP = 1.000 ratio = 1.625 hyp_len = 13 ref_len = 8)
341,common_voice_es_18453894.mp3,¡ está abierta ¡ somos libres ,its open you have a free,it is open we are free,BLEU = 9.65 33.3/10.0/6.2/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
342,common_voice_es_18473731.mp3,¡ hombre al agua ¡ hombre al agua ,man to the water man to the water,man on the water man on the water,BLEU = 27.05 75.0/42.9/16.7/10.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
343,common_voice_es_18473732.mp3,creo que es mucho mejor poco a poco,i think hes better than my little bit of ball,i think that little by little is better,BLEU = 9.98 40.0/11.1/6.2/3.6 (BP = 1.000 ratio = 1.250 hyp_len = 10 ref_len = 8)
344,common_voice_es_18473734.mp3,después de haberle encomendado que me guiase se despidió,then after having fasting that makes me glad,after instructed him to guide me he said goodbye,BLEU = 5.80 25.0/7.1/4.2/2.5 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9)
345,common_voice_es_18473735.mp3,de resucitar no  lo normal es que crea,no no no it is what to believe,of resurrection no the normal thing is to believe,BLEU = 11.59 50.0/14.3/8.3/5.0 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9)
346,common_voice_es_18473741.mp3,pasa por seguir rumbo suroeste,its based for following rombo southwest,go and continue to the southwest,BLEU = 8.12 16.7/10.0/6.2/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
347,common_voice_es_18473742.mp3,ha habido una ligera confusión,he has been a little confused,there has been a slight confusion,BLEU = 30.21 50.0/40.0/25.0/16.7 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
348,common_voice_es_18473744.mp3,tampoco soy un hombre corriente,it is not an endurance,neither i am not an ordinary man,BLEU = 14.32 40.0/25.0/16.7/12.5 (BP = 0.670 ratio = 0.714 hyp_len = 5 ref_len = 7)
